ANIO,COMBUSTIBLE,KILOMETROS,MARCA,PRECIO_NORMAL,PUERTAS,REGION,TIPO_AVISO,TIPO_CATEGORIA,TRANSMISION,VERSION,AIRBAG_ACOMP,AIRBAG_CONDUC,AIRBAG_CORTINA,AIRBAG_LAT,AIRBAG_TRAS,ALARMA,CIERRE_AUT_MOV,FRENOS_ABS,ISOFIX,AIRE_ACON,BLUETOOTH,CNTRL_VEL_CRUCERO,GPS,MANOS_LIBRES,RANGO_KM,RANGO_PRECIO,LOG_PRECIO,Label
2013,DIESEL,112571,TOYOTA,8200000.0,4,RM,ASISTIDA,CAMIONETA,MANUAL,HILUX,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.919644712234481,7585012.572879854
2014,BENCINA,18340,HONDA,8980000.0,4,RM,,SEDAN,AUTOMATICA,CIVIC,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",16.01051044027838,9241640.001980443
2011,BENCINA,130000,MERCEDES BENZ,7500000.0,3,VI REGION,PARTICULAR,HATCHBACK,AUTOMATICA,CLC 180,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.830413578506539,7531415.236314787
2015,BENCINA,80000,NISSAN,5990000.0,4,RM,ASISTIDA,PICK UP,MANUAL,TERRANO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.605601970091632,5793810.818171797
2015,DIESEL,42115,BMW,14900000.0,5 o MAS,RM,,SEDAN,AUTOMATICA,320,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,NO,SI,NO,"(40000, 60000]","(10000000, 15000000]",16.51687177091569,15727181.679868855
2016,BENCINA,42400,GAC GONOW,2350000.0,2,RM,ASISTIDA,UTILITARIO,MANUAL,CARGO BOX,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(40000, 60000]","(0, 2500000]",14.669925886120343,3738327.9627806228
2012,BENCINA,109453,JEEP,14980000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,WRANGLER,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.52222653605335,15727181.679868855
2018,BENCINA,31591,NISSAN,10590000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,JUKE,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.175420717577587,11147492.774276178
2014,BENCINA,50000,HYUNDAI,5480000.0,4,RM,,SEDAN,MANUAL,ACCENT,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.516615658924199,5793810.818171797
2015,BENCINA,67866,SUZUKI,7350000.0,3,RM,,MONOVOLUMEN,MANUAL,GRAND VITARA,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.81021087118902,7531415.236314787
2016,DIESEL,96000,KIA,13000000.0,3,VI REGION,PARTICULAR,UTILITARIO,AUTOMATICA,FRONTIER,NO,NO,SI,SI,SI,NO,SI,SI,SI,SI,NO,SI,SI,NO,"(60000, 100000]","(10000000, 15000000]",16.38045991542581,13207786.239853026
2011,BENCINA,90000,HYUNDAI,7200000.0,4,VIII REGION,PARTICULAR,SEDAN,AUTOMATICA,ELANTRA,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.789591583986283,7531415.236314787
2008,BENCINA,123833,MAZDA,4590000.0,4,RM,,SEDAN,AUTOMATICA,6,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.339390582036728,3751340.6663185977
2013,DIESEL,111000,MAHINDRA,6500000.0,5 o MAS,V REGION,,MONOVOLUMEN,MANUAL,SCORPIO,NO,NO,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.687312734865866,5836993.045356355
2017,BENCINA,49300,HYUNDAI,9480000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,CRETA,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",16.064694874231204,9241640.001980443
2013,BENCINA,51000,SUBARU,6980000.0,5 o MAS,RM,,HATCHBACK,MANUAL,IMPREZA,NO,NO,SI,NO,SI,NO,SI,NO,NO,NO,NO,NO,SI,NO,"(40000, 60000]","(5000000, 10000000]",15.758559474738556,7531415.236314787
2016,DIESEL,43000,MERCEDES BENZ,17800000.0,5 o MAS,RM,PARTICULAR,FAMILIAR,AUTOMATICA,GLK 220,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,SI,SI,"(40000, 60000]","(15000000, 20000000]",16.694709015262312,18483932.345515523
2012,BENCINA,82030,FORD,12000000.0,5 o MAS,RM,ASISTIDA,FAMILIAR,AUTOMATICA,EXPLORER,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.300417207752275,11230986.928328918
2015,BENCINA,75000,ALFA ROMEO,12990000.0,4,RM,PARTICULAR,HATCHBACK,AUTOMATICA,GIULIETTA,NO,NO,SI,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,"(60000, 100000]","(10000000, 15000000]",16.379690388646782,13207786.239853026
2017,BENCINA,38494,SUBARU,16990000.0,5 o MAS,RM,,FAMILIAR,AUTOMATICA,OUTBACK,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(15000000, 20000000]",16.648135493648116,16309470.86142876
2012,DIESEL,116000,TATA,3980000.0,2,RM,,PICK UP,MANUAL,XENON,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.196792377260621,3738327.9627806228
2018,BENCINA,30825,HYUNDAI,8990000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,AUTOMATICA,I20,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",16.011623406447804,9241640.001980443
2013,DIESEL,132000,CHEVROLET,7600000.0,4,V REGION,PARTICULAR,CAMIONETA,MANUAL,D-MAX,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.84365880525656,7531415.236314787
2016,BENCINA,30609,MG,6790000.0,4,RM,,SEDAN,MANUAL,MG GT,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.730961499534878,7519969.086539413
2016,BENCINA,60000,SUZUKI,8980000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,GRAND NOMADE,NO,SI,SI,NO,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,"(40000, 60000]","(5000000, 10000000]",16.01051044027838,9241640.001980443
2014,DIESEL,96000,SSANGYONG,7980000.0,4,RM,,PICK UP,MANUAL,ACTYON SPORTS,NO,NO,SI,SI,SI,SI,NO,NO,NO,NO,NO,SI,SI,NO,"(60000, 100000]","(5000000, 10000000]",15.892448969425992,7547440.849876728
2017,BENCINA,33600,FIAT,8650000.0,3,RM,ASISTIDA,CAMIONETA,MANUAL,STRADA,NO,NO,SI,SI,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.973069878908062,9241640.001980443
2015,BENCINA,50000,FORD,9490000.0,4,RM,ASISTIDA,SEDAN,AUTOMATICA,FUSION,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,"(40000, 60000]","(5000000, 10000000]",16.06574917058611,9241640.001980443
2015,BENCINA,102700,TOYOTA,9000000.0,5 o MAS,RM,PARTICULAR,FAMILIAR,AUTOMATICA,RAV-4,NO,NO,SI,SI,SI,SI,SI,NO,NO,NO,NO,SI,SI,NO,"(100000, 250000]","(5000000, 10000000]",16.012735135300492,9241640.001980443
2013,BENCINA,117000,HYUNDAI,7280000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,TUCSON,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.80064142017287,7531415.236314787
2017,BENCINA,15833,CHERY,5480000.0,4,RM,,SEDAN,MANUAL,ARRIZO3,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.516615658924199,5793810.818171797
2012,BENCINA,57500,MERCEDES BENZ,13980000.0,2,RM,,CONVERTIBLE,AUTOMATICA,SLK 350,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,"(40000, 60000]","(10000000, 15000000]",16.45313829476994,13263550.806481037
2014,BENCINA,59000,KIA,6980000.0,5 o MAS,RM,,HATCHBACK,MANUAL,SOUL,SI,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.758559474738556,7531415.236314787
2015,BENCINA,58000,SUBARU,9980000.0,4,RM,ASISTIDA,SEDAN,AUTOMATICA,LEGACY,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,"(40000, 60000]","(5000000, 10000000]",16.116093648287645,9309667.617617149
2012,BENCINA,72000,MINI,9500000.0,3,RM,,COUPA,MANUAL,COOPER S,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,NO,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.06680235657077,9241640.001980443
2011,BENCINA,68000,HYUNDAI,3400000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,I10,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(2500000, 5000000]",15.03928598958639,3738327.9627806228
2013,BENCINA,100748,JEEP,8990000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,PATRIOT,NO,NO,SI,SI,SI,NO,NO,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",16.011623406447804,9241640.001980443
2012,BENCINA,119000,AUDI,9990000.0,3,VIII REGION,PARTICULAR,HATCHBACK,AUTOMATICA,A3,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",16.117095150624735,9309667.617617149
2015,BENCINA,51000,HYUNDAI,11980000.0,5 o MAS,VIII REGION,,MONOVOLUMEN,MANUAL,SANTA FE,NO,NO,SI,SI,SI,SI,SI,SI,NO,NO,SI,SI,SI,NO,"(40000, 60000]","(10000000, 15000000]",16.298749150651577,11230986.928328918
2018,BENCINA,7800,MERCEDES BENZ,18990000.0,4,RM,ASISTIDA,SEDAN,AUTOMATICA,C 200,NO,NO,SI,SI,NO,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(1000, 15000]","(15000000, 20000000]",16.75942308278847,18483932.345515523
2015,BENCINA,69000,HYUNDAI,9690000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,TUCSON,NO,NO,SI,SI,SI,NO,NO,SI,NO,NO,SI,SI,SI,NO,"(60000, 100000]","(5000000, 10000000]",16.08660498386695,9247418.303200193
2006,BENCINA,125000,SUZUKI,3200000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,SWIFT,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",14.978661367769956,3738327.9627806228
2014,DIESEL,103161,SSANGYONG,7390000.0,4,RM,,PICK UP,MANUAL,ACTYON SPORTS,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.815638292924385,7531415.236314787
2012,DIESEL,110000,MAHINDRA,4500000.0,4,RM,PARTICULAR,PICK UP,MANUAL,PIK-UP,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.319587954740548,3738327.9627806228
2009,BENCINA,142000,HONDA,5890000.0,4,RM,,SEDAN,AUTOMATICA,ACCORD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.58876655562777,5793810.818171797
2015,DIESEL,50700,PEUGEOT,9590000.0,5 o MAS,RM,,FAMILIAR,AUTOMATICA,2008,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",16.07623144685962,9241640.001980443
2012,BENCINA,105000,NISSAN,7780000.0,5 o MAS,RM,ASISTIDA,FAMILIAR,AUTOMATICA,QASHQAI,NO,NO,SI,NO,SI,SI,NO,NO,NO,NO,SI,NO,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.867066896154574,7531415.236314787
2014,BENCINA,97000,NISSAN,7320000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,QASHQAI,NO,NO,SI,SI,SI,SI,NO,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.806120885937494,7531415.236314787
2010,DIESEL,115000,CHEVROLET,7500000.0,5 o MAS,VI REGION,PARTICULAR,MONOVOLUMEN,MANUAL,CAPTIVA,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.830413578506539,7531415.236314787
2017,BENCINA,35000,FORD,8980000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,ECOSPORT,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",16.01051044027838,9241640.001980443
2015,BENCINA,70000,DODGE,12700000.0,4,RM,,PICK UP,AUTOMATICA,RAM 1500,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.35711255142882,13207786.239853026
2018,BENCINA,2500,KIA,6100000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,MORNING,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(1000, 15000]","(5000000, 10000000]",15.623799329143539,5793810.818171797
2014,DIESEL,153000,TOYOTA,9900000.0,4,RM,PARTICULAR,CAMIONETA,MANUAL,HILUX,NO,NO,SI,SI,SI,NO,NO,NO,SI,NO,NO,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",16.108045315104818,9309667.617617149
2016,BENCINA,45600,BMW,11980000.0,4,RM,ASISTIDA,SEDAN,AUTOMATICA,318,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,SI,NO,"(40000, 60000]","(10000000, 15000000]",16.298749150651577,11230986.928328918
2014,BENCINA,77000,HYUNDAI,3180000.0,5 o MAS,RM,,HATCHBACK,MANUAL,EON,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(2500000, 5000000]",14.972391754756359,3738327.9627806228
2006,BENCINA,164000,FORD,4600000.0,5 o MAS,VIII REGION,PARTICULAR,MONOVOLUMEN,AUTOMATICA,ESCAPE,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.341566861459324,3751340.6663185977
2018,BENCINA,16000,PEUGEOT,17550000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,AUTOMATICA,3008,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(15000, 40000]","(15000000, 20000000]",16.68056450787615,18483932.345515523
2018,BENCINA,21500,FORD,15990000.0,5 o MAS,RM,ASISTIDA,FAMILIAR,AUTOMATICA,FUSION,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,"(15000, 40000]","(15000000, 20000000]",16.587474084810136,15727181.679868855
2011,BENCINA,59000,HYUNDAI,7490000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,SANTA FE,NO,NO,SI,SI,SI,SI,SI,SI,NO,NO,NO,NO,SI,NO,"(40000, 60000]","(5000000, 10000000]",15.829079355493402,7531415.236314787
2011,BENCINA,124000,TOYOTA,7390000.0,5 o MAS,VIII REGION,ASISTIDA,MONOVOLUMEN,AUTOMATICA,RAV-4,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.815638292924385,7531415.236314787
2017,BENCINA,17000,MAZDA,11500000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,AUTOMATICA,CX-3,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,NO,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.25785759333348,11167215.088342968
2015,DIESEL,125000,MAZDA,11990000.0,4,V REGION,,PICK UP,MANUAL,BT 50,NO,NO,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.299583527003698,11230986.928328918
2017,BENCINA,28000,SUZUKI,8600000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,MANUAL,GRAND NOMADE,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.967272761223736,9241640.001980443
2016,BENCINA,37279,HONDA,13990000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,CR-V,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.453853346641665,13263550.806481037
2014,BENCINA,70000,NISSAN,7990000.0,5 o MAS,RM,,HATCHBACK,MANUAL,QASHQAI,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.893701317742458,7547440.849876728
2014,BENCINA,72000,KIA,5480000.0,4,RM,ASISTIDA,SEDAN,MANUAL,RIO,NO,NO,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.516615658924199,5793810.818171797
2016,DIESEL,47000,HYUNDAI,13750000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,MANUAL,TUCSON,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(40000, 60000]","(10000000, 15000000]",16.436549382076855,13256218.46793639
2016,DIESEL,43072,GREAT WALL,8500000.0,4,RM,PARTICULAR,CAMIONETA,MANUAL,WINGLE 6,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,NO,NO,SI,NO,"(40000, 60000]","(5000000, 10000000]",15.955576721460545,9218220.246763278
2016,BENCINA,27500,SUZUKI,9990000.0,5 o MAS,RM,PARTICULAR,CAMIONETA,AUTOMATICA,S-CROSS,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,SI,NO,"(15000, 40000]","(5000000, 10000000]",16.117095150624735,9309667.617617149
2011,BENCINA,115000,PEUGEOT,4100000.0,4,IX REGION,PARTICULAR,SEDAN,MANUAL,207,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.226497531674536,3738327.9627806228
2016,BENCINA,35000,RENAULT,9350000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,AUTOMATICA,CAPTUR,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(15000, 40000]","(5000000, 10000000]",16.05088690126487,9241640.001980443
2016,DIESEL,87000,PEUGEOT,6680000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,208,SI,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.714628545512829,6367549.814621182
2016,BENCINA,68000,MAZDA,11780000.0,5 o MAS,RM,ASISTIDA,FAMILIAR,AUTOMATICA,CX-5,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.281913736187715,11216170.501131449
2012,BENCINA,100700,VOLVO,7200000.0,3,RM,PARTICULAR,COUPA,MANUAL,C30,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,"(100000, 250000]","(5000000, 10000000]",15.789591583986283,7531415.236314787
2016,BENCINA,33000,HYUNDAI,9380000.0,4,RM,,SEDAN,MANUAL,ELANTRA,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",16.054090320982407,9241640.001980443
2017,BENCINA,32000,AUDI,14000000.0,3,V REGION,PARTICULAR,HATCHBACK,MANUAL,A3,NO,NO,SI,NO,SI,SI,NO,NO,SI,NO,NO,SI,SI,NO,"(15000, 40000]","(10000000, 15000000]",16.454567887579532,13263550.806481037
2012,BENCINA,64000,KIA,6200000.0,5 o MAS,V REGION,PARTICULAR,MONOVOLUMEN,MANUAL,SPORTAGE,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.64005985001532,5793810.818171797
2014,BENCINA,52000,MITSUBISHI,4200000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,MIRAGE,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,"(40000, 60000]","(2500000, 5000000]",15.250595083253597,3738327.9627806228
2016,BENCINA,30000,HONDA,13690000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,CR-V,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.43217619726463,13232330.783546198
2008,BENCINA,97460,CHEVROLET,8580000.0,4,RM,ASISTIDA,PICK UP,AUTOMATICA,AVALANCHE,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.964944471464145,9241640.001980443
2017,BENCINA,20000,CHEVROLET,8980000.0,5 o MAS,RM,,HATCHBACK,AUTOMATICA,SPIN,NO,NO,SI,SI,SI,NO,SI,SI,NO,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",16.01051044027838,9241640.001980443
2014,BENCINA,73611,TOYOTA,8990000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,AUTOMATICA,AURIS,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.011623406447804,9241640.001980443
2014,BENCINA,50614,DODGE,7990000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,JOURNEY,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.893701317742458,7547440.849876728
2013,BENCINA,100251,VOLVO,7980000.0,3,RM,,HATCHBACK,MANUAL,C30,NO,NO,NO,NO,NO,SI,NO,SI,SI,NO,NO,NO,SI,NO,"(100000, 250000]","(5000000, 10000000]",15.892448969425992,7547440.849876728
2011,BENCINA,93000,FORD,5290000.0,4,VIII REGION,ASISTIDA,SEDAN,MANUAL,FIESTA,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.481328803834483,5793810.818171797
2017,BENCINA,35800,CHEVROLET,6500000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,ONIX,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.687312734865866,5836993.045356355
2010,DIESEL,136000,AUDI,11300000.0,5 o MAS,RM,PARTICULAR,CAMIONETA,AUTOMATICA,Q5,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,"(100000, 250000]","(10000000, 15000000]",16.240313283682568,11147492.774276178
2018,BENCINA,7000,AUDI,12000000.0,5 o MAS,RM,PARTICULAR,UTILITARIO,MANUAL,A1 SPORTBACK,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(1000, 15000]","(10000000, 15000000]",16.300417207752275,11230986.928328918
2009,BENCINA,141500,NISSAN,3290000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,AUTOMATICA,TIIDA,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.006398122741555,3738327.9627806228
2017,BENCINA,25000,NISSAN,10290000.0,5 o MAS,RM,,FAMILIAR,MANUAL,KICKS,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.146683107810233,11017252.72221404
2013,BENCINA,49000,HYUNDAI,3500000.0,5 o MAS,VII REGION,PARTICULAR,HATCHBACK,MANUAL,I10,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(2500000, 5000000]",15.068273526459642,3738327.9627806228
2016,DIESEL,106380,CHEVROLET,11500000.0,4,IX REGION,ASISTIDA,CAMIONETA,MANUAL,D-MAX,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.25785759333348,11167215.088342968
2012,BENCINA,114000,KIA,9590000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,AUTOMATICA,SORENTO,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(100000, 250000]","(5000000, 10000000]",16.07623144685962,9241640.001980443
2017,BENCINA,40000,MAZDA,13350000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,MANUAL,CX-5,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.407026942810532,13207786.239853026
2014,BENCINA,24000,DODGE,9300000.0,5 o MAS,VII REGION,PARTICULAR,MONOVOLUMEN,AUTOMATICA,JOURNEY,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(15000, 40000]","(5000000, 10000000]",16.045524958123483,9241640.001980443
2015,BENCINA,29000,NISSAN,9500000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,QASHQAI,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(15000, 40000]","(5000000, 10000000]",16.06680235657077,9241640.001980443
2013,DIESEL,140000,HYUNDAI,13690000.0,5 o MAS,VIII REGION,,UTILITARIO,MANUAL,H-1,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.43217619726463,13232330.783546198
2014,DIESEL,100000,MITSUBISHI,9950000.0,4,VII REGION,,PICK UP,MANUAL,L-200,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.113083109134777,9309667.617617149
