ANIO;COLOR;COMBUSTIBLE;COMUNA;CONDICION;KILOMETROS;MARCA;PRECIO_NORMAL;PUERTAS;REGION;TIPO_AVISO;TIPO_CATEGORIA;TIPO_DIRECCION;TIPO_VEHICULO;TRANSMISION;VERSION;VISITAS;AIRBAG_ACOMP;AIRBAG_CONDUC;AIRBAG_CORTINA;AIRBAG_LAT;AIRBAG_TRAS;ALARMA;CIERRE_AUT_MOV;FRENOS_ABS;ISOFIX;AIRE_ACON;BLUETOOTH;CNTRL_VEL_CRUCERO;GPS;MANOS_LIBRES
2012;GRIS;BENCINA;SANTIAGO;USADO;65000;MAZDA;7190000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;ASISTIDA;;AUTOMATICA;CX 7;3;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2014;OTRO;BENCINA;LO BARNECHEA;;94300;BMW;17990000;2;RM;ASISTIDA;COUPA;;;AUTOMATICA;428;11;NO;NO;NO;SI;SI;NO;SI;NO;NO;NO;NO;NO;NO;NO
2018;OTRO;BENCINA;SANTIAGO;USADO;4000;VOLKSWAGEN;9200000;5 o MAS;RM;PARTICULAR;HATCHBACK;MECANICA;;AUTOMATICA;POLO;2;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI
2015;OTRO;DIESEL;CONCEPCION;USADO;130000;RENAULT;8900000;5 o MAS;VIII REGION;PARTICULAR;HATCHBACK;HIDRAULICA;;MANUAL;CAPTUR;1;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2015;OTRO;DIESEL;CONCEPCION;USADO;130000;RENAULT;8900000;5 o MAS;VIII REGION;PARTICULAR;HATCHBACK;HIDRAULICA;;MANUAL;CAPTUR;1;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2018;BLANCO;BENCINA;VALDIVIA;USADO;13600;FORD;20400000;5 o MAS;XIV - LOS RIOS;PARTICULAR;MONOVOLUMEN;HIDRAULICA;;AUTOMATICA;EXPLORER;2;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2012;NEGRO;DIESEL;SANTIAGO;USADO;132000;PEUGEOT;6250000;5 o MAS;RM;PARTICULAR;HATCHBACK;ASISTIDA;;MANUAL;308;0;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2014;OTRO;DIESEL;SANTIAGO;USADO;141000;CHEVROLET;8650000;5 o MAS;RM;PARTICULAR;HATCHBACK;HIDRAULICA;;AUTOMATICA;ORLANDO;24;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2013;OTRO;BENCINA;PROVIDENCIA;;39517;HONDA;7780000;2;RM;;COUPA;;;MANUAL;CIVIC;18;SI;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2016;OTRO;BENCINA;SANTIAGO;USADO;32000;RENAULT;7700000;5 o MAS;RM;PARTICULAR;HATCHBACK;ASISTIDA;;MANUAL;CLIO;35;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2012;OTRO;DIESEL;CALAMA;USADO;90000;DODGE;18000000;4;II REGION;PARTICULAR;PICK UP;HIDRAULICA;;AUTOMATICA;RAM 2500;1;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2012;OTRO;BENCINA;SANTIAGO;USADO;78000;CHERY;3750000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;HIDRAULICA;;MANUAL;TIGGO;1;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2012;OTRO;DIESEL;TEMUCO;USADO;112000;NISSAN;7390000;4;RM;PARTICULAR;PICK UP;HIDRAULICA;;MANUAL;TERRANO;25;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2002;OTRO;BENCINA;SANTIAGO;USADO;325000;TOYOTA;2300000;5 o MAS;RM;PARTICULAR;HATCHBACK;HIDRAULICA;;MANUAL;YARIS;1;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2013;BLANCO;BENCINA;SANTIAGO;USADO;104000;HONDA;8900000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;ASISTIDA;;AUTOMATICA;CR-V;3;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2016;OTRO;BENCINA;SANTIAGO;USADO;39000;FORD;7500000;5 o MAS;RM;PARTICULAR;HATCHBACK;HIDRAULICA;;MANUAL;FOCUS;8;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;NO;SI;SI
2013;OTRO;BENCINA;LA REINA;;56000;HYUNDAI;6950000;3;RM;;COUPA;;;MANUAL;ELANTRA;15;NO;NO;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;SI;NO
2012;BLANCO;BENCINA;SANTIAGO;USADO;127200;HYUNDAI;7000000;5 o MAS;RM;PARTICULAR;CAMIONETA;HIDRAULICA;;MANUAL;SANTA FE;7;NO;NO;SI;SI;SI;SI;NO;NO;SI;NO;SI;NO;SI;SI
2011;OTRO;BENCINA;PUERTO MONTT;USADO;56000;PEUGEOT;10500000;2;X REGION;PARTICULAR;CONVERTIBLE;HIDRAULICA;;AUTOMATICA;308;0;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2015;NARANJA;BENCINA;LA SERENA;USADO;58800;HYUNDAI;7990000;5 o MAS;IV REGION;PARTICULAR;MONOVOLUMEN;ASISTIDA;;MANUAL;TUCSON;4;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;SANTIAGO;USADO;51000;SUZUKI;6980000;2;RM;PARTICULAR;HATCHBACK;MECANICA;;MANUAL;SX4 S-CROSS;2;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2013;OTRO;BENCINA;SANTIAGO;USADO;83000;FORD;13850000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;ASISTIDA;;AUTOMATICA;EXPLORER;1;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2017;OTRO;BENCINA;SANTIAGO;USADO;64646;CHEVROLET;7500000;5 o MAS;RM;PARTICULAR;HATCHBACK;HIDRAULICA;;MANUAL;AVEO;4;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2014;BLANCO;BENCINA;OTRA UBICACION;USADO;108000;TOYOTA;8490000;5 o MAS;X REGION;PARTICULAR;MONOVOLUMEN;HIDRAULICA;;AUTOMATICA;RAV-4;4;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;VINA DEL MAR;;82000;HONDA;8650000;2;V REGION;;COUPA;;;AUTOMATICA;CIVIC;5;NO;NO;SI;SI;SI;SI;NO;SI;SI;NO;SI;SI;SI;SI
2017;NEGRO;BENCINA;LO BARNECHEA;;7800;BENTLEY;120000000;2;RM;ASISTIDA;COUPA;;;AUTOMATICA;CONTINENTAL;18;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO
2017;OTRO;BENCINA;SANTIAGO;USADO;58000;SUZUKI;4850000;5 o MAS;RM;PARTICULAR;HATCHBACK;ASISTIDA;;MANUAL;CELERIO;34;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI
2014;GRIS;BENCINA;SANTIAGO;USADO;69850;VOLVO;11950000;5 o MAS;RM;PARTICULAR;HATCHBACK;ASISTIDA;;AUTOMATICA;V40 CROSS COUNTRY;2;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2013;NEGRO;BENCINA;SANTIAGO;USADO;93000;FORD;13590000;4;RM;PARTICULAR;PICK UP;ASISTIDA;;AUTOMATICA;F-150;0;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2015;GRIS;DIESEL;SANTIAGO;USADO;240000;CHEVROLET;8300000;5 o MAS;RM;PARTICULAR;HATCHBACK;HIDRAULICA;;AUTOMATICA;ORLANDO;2;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2012;GRIS;BENCINA;SANTIAGO;USADO;167000;TOYOTA;13490000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;HIDRAULICA;;AUTOMATICA;SEQUOIA;22;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2015;OTRO;BENCINA;SANTIAGO;USADO;62500;FORD;13300000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;ASISTIDA;;AUTOMATICA;EXPLORER;97;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2003;ROJO;BENCINA;VILLA ALEMANA;USADO;154500;VOLKSWAGEN;1900000;5 o MAS;V REGION;PARTICULAR;FAMILIAR;HIDRAULICA;;MANUAL;GOL;1;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2013;OTRO;BENCINA;TOME;USADO;34000;FORD;5200000;5 o MAS;VIII REGION;PARTICULAR;HATCHBACK;ASISTIDA;;MANUAL;FOCUS;7;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2007;GRIS;BENCINA;SANTIAGO;USADO;105000;NISSAN;3100000;5 o MAS;RM;PARTICULAR;HATCHBACK;HIDRAULICA;;MANUAL;TIIDA;4;SI;SI;SI;SI;SI;SI;SI;SI;NO;NO;SI;SI;SI;SI
2015;BLANCO;DIESEL;VILLA ALEMANA;USADO;35000;FORD;8100000;5 o MAS;V REGION;PARTICULAR;MONOVOLUMEN;ASISTIDA;;MANUAL;ECOSPORT;2;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2013;OTRO;DIESEL;SANTIAGO;USADO;102000;PEUGEOT;5500000;5 o MAS;RM;PARTICULAR;HATCHBACK;HIDRAULICA;;MANUAL;208;6;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2011;NEGRO;BENCINA;SANTIAGO;USADO;94000;JEEP;6600000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;ASISTIDA;;AUTOMATICA;COMPASS;9;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;NO;SI;SI
2007;OTRO;DIESEL;LA SERENA;USADO;235000;KIA;6800000;5 o MAS;IV REGION;PARTICULAR;FAMILIAR;HIDRAULICA;;AUTOMATICA;GRAND CARNIVAL;1;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2015;BLANCO;DIESEL;CHIGUAYANTE;USADO;134000;HYUNDAI;10350000;2;VIII REGION;PARTICULAR;PICK UP;HIDRAULICA;;MANUAL;PORTER;0;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2014;BLANCO;BENCINA;LO BARNECHEA;;41000;MERCEDES BENZ;21900000;3;RM;;COUPA;;;AUTOMATICA;E 350;7;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2014;OTRO;BENCINA;PROVIDENCIA;;62000;MERCEDES BENZ;15980000;2;RM;ASISTIDA;COUPA;;;AUTOMATICA;E 250;173;NO;NO;NO;NO;NO;NO;NO;SI;NO;SI;SI;NO;SI;SI
2011;BLANCO;BENCINA;OTRA UBICACION;USADO;165000;RENAULT;4500000;5 o MAS;V REGION;PARTICULAR;HATCHBACK;ASISTIDA;;MANUAL;MEGANE;15;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
2011;BLANCO;BENCINA;OTRA UBICACION;USADO;165000;RENAULT;4500000;5 o MAS;RM;PARTICULAR;HATCHBACK;ASISTIDA;;MANUAL;MEGANE;4;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
2013;BLANCO;BENCINA;SANTIAGO;USADO;80000;VOLKSWAGEN;7000000;5 o MAS;RM;PARTICULAR;HATCHBACK;HIDRAULICA;;MANUAL;GOLF;3;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI
2015;OTRO;BENCINA;VITACURA;;45200;BMW;13990000;2;RM;ASISTIDA;COUPA;;;AUTOMATICA;220;6;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2012;ROJO;BENCINA;PENALOLEN;USADO;21000;FORD;20000000;4;RM;PARTICULAR;CAMIONETA;HIDRAULICA;;AUTOMATICA;F-150;205;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
2017;OTRO;BENCINA;PUERTO VARAS;USADO;22000;KIA;15700000;5 o MAS;X REGION;PARTICULAR;MONOVOLUMEN;HIDRAULICA;;AUTOMATICA;SORENTO;5;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2015;OTRO;BENCINA;SANTIAGO;USADO;55000;SUBARU;8500000;5 o MAS;RM;PARTICULAR;CAMIONETA;HIDRAULICA;;MANUAL;IMPREZA;4;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2011;OTRO;BENCINA;ANTOFAGASTA;USADO;102000;FORD;7500000;5 o MAS;II REGION;PARTICULAR;MONOVOLUMEN;HIDRAULICA;;AUTOMATICA;EXPLORER;1;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2013;OTRO;BENCINA;SANTIAGO;USADO;70000;AUDI;13200000;5 o MAS;RM;PARTICULAR;HATCHBACK;ASISTIDA;;AUTOMATICA;A5;36;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI
2015;OTRO;BENCINA;LA SERENA;USADO;124000;TOYOTA;13990000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;HIDRAULICA;;AUTOMATICA;4 RUNNER;45;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2015;OTRO;BENCINA;VITACURA;;42000;MINI;9290000;3;RM;ASISTIDA;COUPA;;;MANUAL;F56;5;NO;NO;SI;SI;SI;SI;SI;NO;SI;NO;NO;NO;SI;SI
2012;OTRO;BENCINA;PROVIDENCIA;;112000;MERCEDES BENZ;11980000;2;RM;ASISTIDA;COUPA;;;AUTOMATICA;E 250;21;NO;NO;SI;NO;SI;NO;NO;SI;NO;SI;SI;NO;SI;NO
2015;OTRO;BENCINA;RANCAGUA;;60000;HONDA;10490000;2;VI REGION;ASISTIDA;COUPA;;;MANUAL;CIVIC;24;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2015;OTRO;BENCINA;SANTIAGO;USADO;43000;DODGE;11500000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;ASISTIDA;;AUTOMATICA;JOURNEY;1;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2007;ROJO;BENCINA;SANTIAGO;USADO;106000;HYUNDAI;2950000;5 o MAS;RM;PARTICULAR;HATCHBACK;HIDRAULICA;;MANUAL;GETZ;1;SI;SI;SI;SI;SI;SI;SI;SI;NO;NO;SI;SI;SI;SI
2016;NEGRO;BENCINA;SANTIAGO;USADO;25000;FORD;10700000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;ASISTIDA;;AUTOMATICA;ESCAPE;2;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2011;GRIS;BENCINA;VITACURA;;75900;MERCEDES BENZ;11500000;2;RM;;COUPA;;;AUTOMATICA;E 250;25;NO;NO;NO;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2014;GRIS;DIESEL;COQUIMBO;USADO;114000;HYUNDAI;9600000;4;IV REGION;PARTICULAR;FAMILIAR;HIDRAULICA;;MANUAL;TUCSON;4;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;NO;SI;SI;NO
2015;OTRO;BENCINA;MELIPILLA;USADO;50000;FIAT;5900000;3;RM;PARTICULAR;PICK UP;ASISTIDA;;MANUAL;STRADA;34;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2009;BLANCO;BENCINA;LO BARNECHEA;;96000;BMW;24990000;5 o MAS;RM;ASISTIDA;COUPA;;;AUTOMATICA;M3;10;NO;NO;SI;NO;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2013;BLANCO;DIESEL;LINARES;USADO;50000;HYUNDAI;10900000;5 o MAS;VII REGION;PARTICULAR;MONOVOLUMEN;MECANICA;;MANUAL;TUCSON;3;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;SANTIAGO;USADO;100000;HYUNDAI;6000000;5 o MAS;RM;PARTICULAR;HATCHBACK;HIDRAULICA;;MANUAL;ACCENT;1;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;PUERTO MONTT;USADO;56000;MINI;9190000;3;RM;PARTICULAR;HATCHBACK;ASISTIDA;;MANUAL;COOPER 1.6;10;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2013;NEGRO;BENCINA;PROVIDENCIA;USADO;103000;TOYOTA;8000000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;HIDRAULICA;;AUTOMATICA;RAV-4;20;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2014;OTRO;BENCINA;PENAFLOR;USADO;70000;HYUNDAI;3200000;5 o MAS;RM;PARTICULAR;HATCHBACK;ASISTIDA;;MANUAL;EON;5;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2012;BLANCO;BENCINA;SANTIAGO;USADO;36000;SUZUKI;2590000;5 o MAS;RM;PARTICULAR;HATCHBACK;MECANICA;;MANUAL;ALTO;2;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2013;OTRO;DIESEL;VALDIVIA;USADO;48600;SSANGYONG;11500000;5 o MAS;XIV - LOS RIOS;PARTICULAR;MONOVOLUMEN;HIDRAULICA;;AUTOMATICA;REXTON;0;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;NO;SI;SI
2017;OTRO;DIESEL;PENALOLEN;USADO;54000;PEUGEOT;7200000;5 o MAS;RM;PARTICULAR;HATCHBACK;HIDRAULICA;;MANUAL;208;28;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2013;GRIS;BENCINA;VITACURA;;68176;MERCEDES BENZ;12990000;2;RM;ASISTIDA;COUPA;;;AUTOMATICA;E 200;20;NO;NO;SI;NO;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI
2013;OTRO;DIESEL;SANTIAGO;USADO;111580;NISSAN;8690000;4;RM;PARTICULAR;PICK UP;HIDRAULICA;;MANUAL;NAVARA;8;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2017;BLANCO;BENCINA;SANTIAGO;USADO;17800;NISSAN;12200000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;ASISTIDA;;MANUAL;JUKE;16;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2003;OTRO;BENCINA;TEMUCO;USADO;140663;PEUGEOT;2700000;5 o MAS;RM;PARTICULAR;HATCHBACK;ASISTIDA;;AUTOMATICA;307;20;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI
2015;BLANCO;BENCINA;SANTIAGO;USADO;34000;MAZDA;12000000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;ASISTIDA;;AUTOMATICA;CX-5;1;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2013;OTRO;BENCINA;OTRA UBICACION;USADO;104000;KIA;3900000;5 o MAS;X REGION;PARTICULAR;HATCHBACK;MECANICA;;MANUAL;MORNING;2;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2010;OTRO;BENCINA;SANTIAGO;USADO;97000;PEUGEOT;4450000;5 o MAS;RM;PARTICULAR;HATCHBACK;ASISTIDA;;MANUAL;308;32;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI
2001;GRIS;BENCINA;SANTIAGO;USADO;153000;MITSUBISHI;6500000;2;RM;PARTICULAR;CONVERTIBLE;HIDRAULICA;;AUTOMATICA;ECLIPSE;41;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2017;NEGRO;BENCINA;PROVIDENCIA;;9241;KIA;9590000;2;RM;;COUPA;;;MANUAL;KOUP;8;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2016;NEGRO;BENCINA;SANTIAGO;USADO;31300;FORD;21900000;2;RM;PARTICULAR;COUPA;HIDRAULICA;;AUTOMATICA;MUSTANG;22;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2010;OTRO;BENCINA;SANTIAGO;USADO;160000;CHEVROLET;5800000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;MECANICA;;MANUAL;CAPTIVA;54;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI
2008;OTRO;BENCINA;ARAUCO;USADO;134998;FORD;6000000;5 o MAS;VIII REGION;PARTICULAR;MONOVOLUMEN;HIDRAULICA;;AUTOMATICA;EDGE;22;SI;SI;SI;SI;SI;SI;SI;SI;NO;NO;SI;NO;SI;SI
2018;OTRO;DIESEL;SANTIAGO;USADO;19700;HYUNDAI;20300000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;ASISTIDA;;AUTOMATICA;SANTA FE;4;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2013;OTRO;BENCINA;SANTIAGO;USADO;53500;CITROEN;4000000;5 o MAS;RM;PARTICULAR;HATCHBACK;ASISTIDA;;MANUAL;C1;15;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI
2013;BLANCO;DIESEL;SANTIAGO;USADO;169000;CITROEN;6490000;5 o MAS;RM;PARTICULAR;HATCHBACK;ASISTIDA;;MANUAL;C4;52;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2016;OTRO;DIESEL;SANTIAGO;USADO;76000;PEUGEOT;9450000;4;RM;PARTICULAR;UTILITARIO;MECANICA;;MANUAL;PARTNER;1;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2017;OTRO;BENCINA;SANTIAGO;USADO;30000;BMW;18290000;2;RM;PARTICULAR;COUPA;MECANICA;;AUTOMATICA;220;0;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2016;OTRO;BENCINA;LOS VILOS;USADO;38650;SUZUKI;5500000;5 o MAS;IV REGION;PARTICULAR;HATCHBACK;ASISTIDA;;MANUAL;SWIFT;9;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2013;NEGRO;BENCINA;ANTOFAGASTA;USADO;55700;HYUNDAI;11450000;5 o MAS;II REGION;PARTICULAR;MONOVOLUMEN;ASISTIDA;;AUTOMATICA;SANTA FE;3;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2014;BLANCO;BENCINA;SANTIAGO;USADO;52000;MITSUBISHI;4200000;5 o MAS;RM;PARTICULAR;HATCHBACK;HIDRAULICA;;MANUAL;MIRAGE;3;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI
2018;GRIS;BENCINA;SANTIAGO;USADO;6500;AUDI;17500000;5 o MAS;RM;PARTICULAR;HATCHBACK;ASISTIDA;;AUTOMATICA;A3;7;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2017;OTRO;DIESEL;SANTIAGO;USADO;37000;AUDI;18490000;4;RM;PARTICULAR;HATCHBACK;HIDRAULICA;;AUTOMATICA;A3;32;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2010;OTRO;BENCINA;SANTIAGO;USADO;76000;AUDI;12990000;3;RM;PARTICULAR;COUPA;HIDRAULICA;;AUTOMATICA;TTS;65;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2009;OTRO;BENCINA;SANTIAGO;USADO;70872;CHANGAN;1800000;5 o MAS;RM;PARTICULAR;CAMIONETA;MECANICA;;MANUAL;S 300;0;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2013;OTRO;BENCINA;PUENTE ALTO;USADO;170000;KIA;6950000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;MECANICA;;MANUAL;SPORTAGE;54;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI
2015;NEGRO;BENCINA;SANTIAGO;USADO;31800;RENAULT;10150000;5 o MAS;RM;PARTICULAR;CAMIONETA;ASISTIDA;;AUTOMATICA;KOLEOS;10;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
2013;OTRO;BENCINA;SANTIAGO;USADO;60000;JEEP;7500000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;HIDRAULICA;;AUTOMATICA;PATRIOT;7;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;NO;SI;SI
2008;NEGRO;BENCINA;CONCEPCION;USADO;171000;CHEVROLET;5950000;5 o MAS;VIII REGION;PARTICULAR;HATCHBACK;ASISTIDA;;MANUAL;ASTRA;4;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;NO;SI;SI
2017;OTRO;BENCINA;SANTIAGO;USADO;66000;HYUNDAI;13850000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;HIDRAULICA;;AUTOMATICA;SANTA FE;6;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2016;GRIS;BENCINA;CONCEPCION;USADO;34500;NISSAN;10000000;5 o MAS;VIII REGION;PARTICULAR;HATCHBACK;HIDRAULICA;;MANUAL;QASHQAI;5;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2017;OTRO;BENCINA;SANTIAGO;USADO;39200;MAZDA;17400000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;HIDRAULICA;;AUTOMATICA;CX-5;3;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2012;AZUL;BENCINA;SANTIAGO;USADO;97000;HYUNDAI;5480000;5 o MAS;RM;PARTICULAR;HATCHBACK;ASISTIDA;;MANUAL;I30;0;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI
2018;OTRO;BENCINA;SANTIAGO;USADO;17000;KIA;5590000;5 o MAS;RM;PARTICULAR;HATCHBACK;HIDRAULICA;;MANUAL;MORNING;9;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI
2012;OTRO;BENCINA;SAN BERNARDO;USADO;55000;KIA;8200000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;ASISTIDA;;MANUAL;SORENTO;6;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2011;OTRO;BENCINA;SANTIAGO;USADO;104000;JEEP;7000000;5 o MAS;RM;PARTICULAR;MONOVOLUMEN;ASISTIDA;;AUTOMATICA;PATRIOT;5;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
